date,SOX,TWII,DXY,US10Y,VIX,NASDAQ,top5_net,top10_net
2005-01-03,424.0548095703125,6143.09228515625,81.30000305175781,4.21999979019165,14.079999923706055,2152.14990234375,999998.0,-8665.0
2005-01-04,410.1615295410156,6060.43212890625,82.56999969482422,4.2829999923706055,13.979999542236328,2107.860107421875,999998.0,-10710.0
2005-01-05,404.05450439453125,5988.34228515625,82.54000091552734,4.2769999504089355,14.09000015258789,2091.239990234375,999998.0,-14292.0
2005-01-06,401.9455261230469,5982.0927734375,83.1500015258789,4.271999835968018,13.579999923706055,2090.0,999998.0,-17050.0
2005-01-07,407.3628845214844,5935.962890625,83.61000061035156,4.284999847412109,13.489999771118164,2088.610107421875,999998.0,-20012.0
2005-01-10,406.05352783203125,5942.82275390625,83.29000091552734,4.2779998779296875,13.229999542236328,2097.0400390625,999998.0,-21154.0
2005-01-11,395.9983825683594,5975.6328125,83.0199966430664,4.24399995803833,13.1899995803833,2079.6201171875,999998.0,-22474.0
2005-01-12,401.6356506347656,5879.05322265625,82.13999938964844,4.236000061035156,12.5600004196167,2092.530029296875,999998.0,-22561.0
2005-01-13,395.9784240722656,5853.9130859375,82.51000213623047,4.186999797821045,12.84000015258789,2070.56005859375,999998.0,-22384.0
2005-01-14,402.9450378417969,5889.4931640625,83.05999755859375,4.216000080108643,12.430000305175781,2087.909912109375,999998.0,-25835.0
2005-01-17,,5945.24267578125,83.05999755859375,,,,999998.0,-24391.0
2005-01-18,406.3533630371094,5933.54248046875,83.36000061035156,4.195000171661377,12.470000267028809,2106.0400390625,999998.0,-25214.0
2005-01-19,397.69757080078125,5895.3232421875,83.5999984741211,4.186999797821045,13.180000305175781,2073.590087890625,999998.0,-23260.0
2005-01-20,394.6190490722656,5888.0732421875,83.83999633789062,4.164999961853027,13.829999923706055,2045.8800048828125,999998.0,-22369.0
2005-01-21,389.4715576171875,5848.88330078125,83.26000213623047,4.142000198364258,14.359999656677246,2034.27001953125,999998.0,-23298.0
2005-01-24,382.8547668457031,5771.4541015625,83.23999786376953,4.122000217437744,14.649999618530273,2008.699951171875,999998.0,-24952.0
2005-01-25,389.6814270019531,5782.72412109375,83.98999786376953,4.189000129699707,14.0600004196167,2019.949951171875,999998.0,-26236.0
2005-01-26,399.86651611328125,5835.34326171875,83.30000305175781,4.191999912261963,13.4399995803833,2046.0899658203125,999998.0,-25656.0
2005-01-27,403.47479248046875,5842.73291015625,83.43000030517578,4.206999778747559,13.239999771118164,2047.1500244140625,999998.0,-24419.0
2005-01-28,399.26678466796875,5879.9033203125,83.4800033569336,4.138000011444092,13.239999771118164,2035.8299560546875,999998.0,-22638.0
2005-01-31,403.7646179199219,5994.2021484375,83.5999984741211,4.132999897003174,12.819999694824219,2062.409912109375,999998.0,-20301.0
2005-02-01,408.262451171875,5981.5126953125,83.44999694824219,4.136000156402588,12.029999732971191,2068.699951171875,999998.0,-17802.0
2005-02-02,405.63372802734375,6018.662109375,83.5199966430664,4.139999866485596,11.65999984741211,2075.06005859375,999998.0,-16673.0
2005-02-03,400.5062255859375,6034.572265625,83.97000122070312,4.163000106811523,11.789999961853027,2057.639892578125,999998.0,-16504.0
2005-02-04,417.957763671875,,84.38999938964844,4.072999954223633,11.210000038146973,2086.659912109375,999998.0,6.0
2005-02-07,418.1376647949219,,85.04000091552734,4.052000045776367,11.729999542236328,2082.030029296875,,
2005-02-08,427.2832336425781,,85.0999984741211,4.0370001792907715,11.600000381469727,2086.679931640625,,
2005-02-09,417.7178955078125,,85.0199966430664,3.9769999980926514,12.0,2052.550048828125,,
2005-02-10,420.25665283203125,,84.54000091552734,4.072999954223633,11.510000228881836,2053.10009765625,,
2005-02-11,435.3093566894531,,84.56999969482422,4.09499979019165,11.430000305175781,2076.659912109375,,
2005-02-14,436.009033203125,6112.3720703125,83.95999908447266,4.072999954223633,11.520000457763672,2082.909912109375,999998.0,-14192.0
2005-02-15,439.0275573730469,6122.3623046875,83.58999633789062,4.0980000495910645,11.270000457763672,2089.2099609375,999998.0,-12334.0
2005-02-16,435.3193664550781,6143.46240234375,83.66999816894531,4.1579999923706055,11.100000381469727,2087.429931640625,999998.0,-10338.0
2005-02-17,429.5721435546875,6072.13232421875,83.47000122070312,4.184999942779541,11.770000457763672,2061.340087890625,999998.0,-5518.0
2005-02-18,427.52313232421875,6115.40234375,83.48999786376953,4.260000228881836,11.180000305175781,2058.6201171875,999998.0,-4491.0
2005-02-21,,6142.751953125,83.55000305175781,,,,999998.0,-4349.0
2005-02-22,425.5840759277344,6107.14208984375,82.41000366210938,4.284999847412109,13.140000343322754,2030.3199462890625,999998.0,-3645.0
2005-02-23,423.8149108886719,6121.4921875,82.68000030517578,4.26800012588501,12.390000343322754,2031.25,999998.0,-5675.0
2005-02-24,433.9400329589844,6128.31201171875,82.87999725341797,4.281000137329102,11.569999694824219,2051.699951171875,999998.0,-5156.0
2005-02-25,443.48541259765625,6207.80126953125,82.66000366210938,4.271999835968018,11.489999771118164,2065.39990234375,999998.0,-3903.0
2005-02-28,437.0185546875,,82.51000213623047,4.359000205993652,12.079999923706055,2051.719970703125,,
2005-03-01,446.8337707519531,6259.66064453125,82.7699966430664,4.372000217437744,12.039999961853027,2071.25,999998.0,-2859.0
2005-03-02,439.7972106933594,6225.22119140625,83.08000183105469,4.379000186920166,12.5,2067.5,999998.0,-2602.0
2005-03-03,434.20989990234375,6202.35107421875,83.27999877929688,4.382999897003174,12.930000305175781,2058.39990234375,999998.0,-3807.0
2005-03-04,433.17041015625,6193.59130859375,82.54000091552734,4.309999942779541,11.9399995803833,2070.610107421875,999998.0,-3855.0
2005-03-07,441.32647705078125,6220.4912109375,82.79000091552734,4.303999900817871,12.260000228881836,2090.2099609375,999998.0,-3543.0
2005-03-08,435.2294006347656,6173.31103515625,81.9800033569336,4.375,12.399999618530273,2073.550048828125,999998.0,-4468.0
2005-03-09,434.11993408203125,6213.2509765625,81.62999725341797,4.513999938964844,12.699999809265137,2061.2900390625,999998.0,-4053.0
2005-03-10,440.2469787597656,6192.5009765625,81.56999969482422,4.459000110626221,12.489999771118164,2059.719970703125,999998.0,-4552.0
2005-03-11,427.6730651855469,6204.201171875,81.41999816894531,4.534999847412109,12.800000190734863,2041.5999755859375,999998.0,-4758.0
2005-03-14,430.04193115234375,6155.48095703125,81.97000122070312,4.515999794006348,12.390000343322754,2051.0400390625,999998.0,-6120.0
2005-03-15,420.91632080078125,6063.4521484375,82.12000274658203,4.541999816894531,13.149999618530273,2034.97998046875,999998.0,-7407.0
2005-03-16,416.7183837890625,6072.33203125,81.62000274658203,4.51800012588501,13.489999771118164,2015.75,999998.0,-7805.0
2005-03-17,417.5979309082031,6032.4423828125,81.83999633789062,4.46999979019165,13.289999961853027,2016.4200439453125,999998.0,-5397.0
2005-03-18,413.9297180175781,6043.92236328125,82.12999725341797,4.511000156402588,13.140000343322754,2007.7900390625,999998.0,-3704.0
2005-03-21,413.2100524902344,6058.93212890625,82.87999725341797,4.525000095367432,13.609999656677246,2007.510009765625,999998.0,-2656.0
2005-03-22,409.89166259765625,6018.76220703125,83.36000061035156,4.610000133514404,14.270000457763672,1989.3399658203125,999998.0,-4255.0
2005-03-23,414.6593322753906,6019.46240234375,84.0,4.60699987411499,14.0600004196167,1990.219970703125,999998.0,-10027.0
2005-03-24,415.6788635253906,6000.97216796875,84.12999725341797,4.591000080108643,13.420000076293945,1991.06005859375,999998.0,-8476.0
2005-03-25,,6065.88232421875,,,,,999998.0,-8834.0
2005-03-28,415.2990417480469,6048.71240234375,84.62000274658203,4.624000072479248,13.75,1992.52001953125,999998.0,-8425.0
2005-03-29,409.9616394042969,5961.212890625,84.31999969482422,4.591000080108643,14.489999771118164,1973.8800048828125,999998.0,-10910.0
2005-03-30,419.45703125,5957.95263671875,84.29000091552734,4.558000087738037,13.640000343322754,2005.6700439453125,999998.0,-15867.0
2005-03-31,416.788330078125,6005.85205078125,84.05999755859375,4.495999813079834,14.020000457763672,1999.22998046875,999998.0,-17424.0
2005-04-01,411.0211181640625,6028.72216796875,84.43000030517578,4.451000213623047,14.09000015258789,1984.81005859375,999998.0,-16832.0
