date,SOX,TWII,DXY,USDTWD,US10Y,VIX,NASDAQ,top5_net,top10_net
2008-01-01,,,,32.3849983215332,,,,,
2008-01-02,396.53814697265625,8323.009765625,75.97000122070312,32.48500061035156,3.9010000228881836,23.170000076293945,2609.6298828125,999998.0,-106.0
2008-01-03,391.10076904296875,8184.16259765625,75.88999938964844,32.44499969482422,3.9010000228881836,22.489999771118164,2602.679931640625,999998.0,-168.0
2008-01-04,372.669677734375,8221.0595703125,75.79000091552734,32.40999984741211,3.8540000915527344,23.940000534057617,2504.64990234375,999998.0,-182.0
2008-01-07,371.4302673339844,7883.3330078125,76.16999816894531,32.52000045776367,3.8389999866485596,23.790000915527344,2499.4599609375,999998.0,-134.0
2008-01-08,361.5350646972656,7962.873046875,76.11000061035156,32.4739990234375,3.8399999141693115,25.43000030517578,2440.510009765625,999998.0,-18.0
2008-01-09,362.76446533203125,8085.0224609375,76.41999816894531,32.48699951171875,3.7909998893737793,24.1200008392334,2474.550048828125,999998.0,88.0
2008-01-10,362.3746337890625,8057.232421875,75.93000030517578,32.48500061035156,3.88700008392334,23.450000762939453,2488.52001953125,999998.0,75.0
2008-01-11,353.7188720703125,8029.2724609375,75.9800033569336,32.439998626708984,3.809999942779541,23.68000030517578,2439.93994140625,999998.0,71.0
2008-01-14,364.4736328125,8173.37255859375,75.61000061035156,32.2599983215332,3.7929999828338623,22.899999618530273,2478.300048828125,999998.0,6.0
2008-01-15,352.99920654296875,8428.7998046875,75.56999969482422,32.189998626708984,3.7009999752044678,23.34000015258789,2417.590087890625,999998.0,1.0
2008-01-16,355.3480529785156,8179.50244140625,76.26000213623047,32.28099822998047,3.7119998931884766,24.3799991607666,2394.590087890625,999998.0,-320.0
2008-01-17,349.6808166503906,8101.59228515625,76.16999816894531,32.310001373291016,3.640000104904175,28.459999084472656,2346.89990234375,999998.0,-462.0
2008-01-18,358.0967102050781,8184.6123046875,76.37999725341797,32.310001373291016,3.6480000019073486,27.18000030517578,2340.02001953125,999998.0,-451.0
2008-01-21,,8110.16259765625,,32.43299865722656,,,,999998.0,-431.0
2008-01-22,347.81170654296875,7581.9248046875,76.3499984741211,32.28799819946289,3.4839999675750732,31.010000228881836,2292.27001953125,999998.0,-431.0
2008-01-23,352.08966064453125,7408.36572265625,76.4000015258789,32.45000076293945,3.4260001182556152,29.020000457763672,2316.409912109375,999998.0,-485.0
2008-01-24,360.8853759765625,7517.01513671875,75.69000244140625,32.29999923706055,3.640000104904175,27.780000686645508,2360.919921875,999998.0,-547.0
2008-01-25,354.32855224609375,7739.55419921875,75.97000122070312,32.279998779296875,3.5840001106262207,29.079999923706055,2326.199951171875,999998.0,-536.0
2008-01-28,359.5660095214844,7485.755859375,75.58000183105469,32.30500030517578,3.5859999656677246,27.780000686645508,2349.909912109375,999998.0,-530.0
2008-01-29,357.0971984863281,7576.384765625,75.54000091552734,32.27000045776367,3.6579999923706055,27.31999969482422,2358.06005859375,999998.0,-602.0
2008-01-30,358.636474609375,7543.46533203125,75.02999877929688,32.233001708984375,3.7330000400543213,27.6200008392334,2349.0,999998.0,-620.0
2008-01-31,358.8263854980469,7521.09521484375,75.18000030517578,32.20000076293945,3.6389999389648438,26.200000762939453,2389.860107421875,999998.0,-629.0
2008-02-01,379.5463562011719,7673.955078125,75.44999694824219,31.982999801635742,3.5999999046325684,24.020000457763672,2413.360107421875,999998.0,-524.0
2008-02-04,371.30035400390625,,75.37000274658203,32.04399871826172,3.6429998874664307,25.989999771118164,2382.85009765625,,
2008-02-05,356.9372863769531,,76.12000274658203,31.999000549316406,3.5869998931884766,28.239999771118164,2309.570068359375,,
2008-02-06,346.7422180175781,,76.13999938964844,32.02000045776367,3.614000082015991,28.969999313354492,2278.75,,
2008-02-07,347.2220153808594,,76.94000244140625,32.04499816894531,3.7360000610351562,27.65999984741211,2293.030029296875,,
2008-02-08,349.5708312988281,,76.66999816894531,31.989999771118164,3.6540000438690186,28.010000228881836,2304.85009765625,,
2008-02-11,355.15814208984375,,76.58000183105469,32.04999923706055,3.618000030517578,27.600000381469727,2320.06005859375,,
2008-02-12,352.6493835449219,7553.2646484375,76.31999969482422,31.746999740600586,3.678999900817871,26.329999923706055,2320.0400390625,999998.0,-519.0
2008-02-13,363.314208984375,7550.5146484375,76.4000015258789,31.636999130249023,3.694000005722046,24.8799991607666,2373.929931640625,999998.0,-493.0
2008-02-14,353.08917236328125,7865.2431640625,76.1500015258789,31.684999465942383,3.818000078201294,25.540000915527344,2332.5400390625,999998.0,-514.0
2008-02-15,347.39190673828125,7876.33349609375,76.0999984741211,31.709999084472656,3.7799999713897705,25.020000457763672,2321.800048828125,999998.0,-538.0
2008-02-18,,7890.86279296875,,31.711999893188477,,,,999998.0,-605.0
2008-02-19,342.8441162109375,8024.37255859375,76.0,31.634000778198242,3.875,25.59000015258789,2306.199951171875,999998.0,-577.0
2008-02-20,352.24957275390625,7894.43310546875,76.12000274658203,31.551000595092773,3.9170000553131104,24.399999618530273,2327.10009765625,999998.0,-565.0
2008-02-21,351.3599853515625,8085.892578125,75.5999984741211,31.409000396728516,3.7839999198913574,25.1200008392334,2299.780029296875,999998.0,-282.0
2008-02-22,351.7098388671875,8108.67236328125,75.5199966430664,31.3700008392334,3.7899999618530273,24.059999465942383,2303.35009765625,999998.0,-232.0
2008-02-25,356.3975524902344,8286.26953125,75.52999877929688,31.270999908447266,3.9019999504089355,23.030000686645508,2327.47998046875,999998.0,-306.0
2008-02-26,362.68450927734375,8307.6298828125,74.76000213623047,31.16900062561035,3.859999895095825,21.899999618530273,2344.989990234375,999998.0,-671.0
2008-02-27,367.0823974609375,8462.0400390625,74.20999908447266,30.854999542236328,3.8499999046325684,22.690000534057617,2353.780029296875,999998.0,-640.0
2008-02-28,357.6469421386719,,73.72000122070312,30.760000228881836,3.7149999141693115,23.530000686645508,2331.570068359375,,
2008-02-29,347.88165283203125,8412.7197265625,73.70999908447266,30.90999984741211,3.5339999198913574,26.540000915527344,2271.47998046875,999998.0,-826.0
2008-03-03,345.3329162597656,8262.830078125,73.69999694824219,31.027999877929688,3.5339999198913574,26.280000686645508,2258.60009765625,999998.0,-975.0
2008-03-04,348.1215515136719,8470.0703125,73.66000366210938,30.902000427246094,3.5789999961853027,25.520000457763672,2260.280029296875,999998.0,-1304.0
2008-03-05,351.6598205566406,8483.91015625,73.4800033569336,30.799999237060547,3.693000078201294,24.600000381469727,2272.81005859375,999998.0,-1427.0
2008-03-06,342.3943176269531,8658.599609375,73.0,30.81999969482422,3.621999979019165,27.549999237060547,2220.5,999998.0,-1425.0
2008-03-07,344.4533386230469,8531.33984375,73.02999877929688,30.631999969482422,3.5409998893737793,27.489999771118164,2212.489990234375,999998.0,-1486.0
2008-03-10,339.5657043457031,8299.330078125,72.98999786376953,30.58799934387207,3.437999963760376,29.3799991607666,2169.340087890625,999998.0,-1676.0
2008-03-11,350.3704833984375,8381.5595703125,73.27999877929688,30.524999618530273,3.5959999561309814,26.360000610351562,2255.760009765625,999998.0,-1680.0
2008-03-12,344.96307373046875,8435.259765625,72.4000015258789,30.6299991607666,3.4830000400543213,27.219999313354492,2243.8701171875,999998.0,-1624.0
2008-03-13,348.7512512207031,8210.9501953125,72.06999969482422,30.679000854492188,3.5339999198913574,27.290000915527344,2263.610107421875,999998.0,-1621.0
2008-03-14,338.4162292480469,8161.3525390625,71.66000366210938,30.709999084472656,3.4210000038146973,31.15999984741211,2212.489990234375,999998.0,-1619.0
2008-03-17,336.89697265625,8005.42236328125,71.45999908447266,30.788000106811523,3.313999891281128,32.2400016784668,2177.010009765625,999998.0,-1583.0
2008-03-18,349.7907409667969,8057.7822265625,71.56999969482422,30.579999923706055,3.4509999752044678,25.790000915527344,2268.260009765625,999998.0,-1481.0
2008-03-19,335.5876159667969,8179.3125,72.13999938964844,30.860000610351562,3.361999988555908,29.84000015258789,2209.9599609375,999998.0,-1494.0
2008-03-20,339.72564697265625,8337.580078125,72.75,30.540000915527344,3.328000068664551,26.6200008392334,2258.110107421875,999998.0,-1306.0
2008-03-21,,8524.9501953125,,30.457000732421875,,,,999998.0,-1304.0
2008-03-24,352.32952880859375,8865.3095703125,72.94999694824219,30.020000457763672,3.5220000743865967,25.729999542236328,2326.75,999998.0,-1474.0
2008-03-25,352.5494079589844,8795.0498046875,72.27999877929688,30.079999923706055,3.492000102996826,25.719999313354492,2341.050048828125,999998.0,-1755.0
2008-03-26,347.5718078613281,8767.9794921875,71.51000213623047,30.059999465942383,3.49399995803833,26.079999923706055,2324.360107421875,999998.0,-1855.0
2008-03-27,342.57421875,8605.91015625,71.66000366210938,30.215999603271484,3.5339999198913574,25.8799991607666,2280.830078125,999998.0,-1882.0
2008-03-28,339.11590576171875,8623.4404296875,71.68000030517578,30.3799991607666,3.4660000801086426,25.709999084472656,2261.179931640625,999998.0,-1866.0
2008-03-31,343.7736511230469,8572.5498046875,71.80000305175781,30.415000915527344,3.431999921798706,25.610000610351562,2279.10009765625,999998.0,-1735.0
2008-04-01,358.28662109375,8419.6796875,72.55999755859375,,3.5450000762939453,22.68000030517578,2362.75,999998.0,-1729.0
2008-04-02,361.0453186035156,8605.2802734375,72.26000213623047,30.344999313354492,3.5829999446868896,23.43000030517578,2361.39990234375,999998.0,-1635.0
